# Decadal averaged CFA data for NEEM
# 
# Columns:
# Age_BP : Age of the middle of the sampling interval in years BP (before 1950) on the GICC05 age scale for NEEM (see reference)
# Na : Concentration of Na+ ions in (ng/g)
# Ca : Concentration of Ca++ ions in (ng/g)
#
Age_BP,Na,Ca
27245.00000,80.60336,397.04281
27255.00000,95.54642,357.02136
27265.00000,88.31769,270.40125
27275.00000,57.73446,239.67897
27285.00000,78.51482,309.21169
27295.00000,108.23361,320.77245
27305.00000,90.57393,351.10689
27315.00000,72.73125,295.28311
27325.00000,85.24514,310.83311
27335.00000,67.00500,250.90933
27345.00000,93.28026,320.72504
27355.00000,94.03587,279.79184
27365.00000,109.28183,376.10420
27375.00000,67.01622,284.48487
27385.00000,72.85933,304.48740
27395.00000,61.45677,282.74961
27405.00000,79.33972,304.02318
27415.00000,50.28982,235.52749
27425.00000,63.24584,252.77985
27435.00000,62.10462,271.42154
27445.00000,87.43704,219.47022
27455.00000,104.57097,257.03380
27465.00000,87.75117,227.91166
27475.00000,63.91073,224.81368
27485.00000,75.66026,206.39794
27495.00000,70.92232,204.52169
27505.00000,55.43025,128.65891
27515.00000,48.86905,120.94898
27525.00000,64.30248,131.11076
27535.00000,41.86452,61.66083
27545.00000,28.67243,72.06010
27555.00000,42.64197,69.25286
27565.00000,37.64762,77.23990
27575.00000,31.69723,63.54077
27585.00000,37.26592,62.59458
27595.00000,48.04727,73.39252
27605.00000,42.75633,79.88914
27615.00000,39.23689,64.55745
27625.00000,49.89518,94.85395
27635.00000,38.41203,75.94826
27645.00000,41.05029,70.90117
27655.00000,36.20595,60.68602
27665.00000,38.89569,58.79015
27675.00000,35.08003,51.16248
27685.00000,32.89148,61.41379
27695.00000,39.34360,74.84523
27705.00000,32.55307,67.23190
27715.00000,56.68238,76.39952
27725.00000,65.96542,144.47638
27735.00000,63.42191,212.98734
27745.00000,137.99936,424.28177
27755.00000,109.27458,290.20139
27765.00000,58.95408,240.92601
27775.00000,60.87911,228.07662
27785.00000,76.50040,297.44550
27795.00000,69.61207,316.62015
27805.00000,155.53882,498.60427
27815.00000,52.65916,233.69656
27825.00000,48.87957,249.52342
27835.00000,101.14829,389.17271
27845.00000,92.36937,329.98034
27855.00000,86.18268,349.89432
27865.00000,,373.11904
27875.00000,55.11180,355.75414
27885.00000,65.33772,441.17792
27895.00000,84.84331,406.40424
27905.00000,113.12587,457.24986
27915.00000,128.86595,440.38711
27925.00000,83.61621,379.30081
27935.00000,57.03459,335.92594
27945.00000,96.20825,416.27204
27955.00000,116.45950,461.35798
27965.00000,119.74161,497.31259
27975.00000,72.82001,379.66162
27985.00000,101.31819,378.93865
27995.00000,89.01265,388.13130
28005.00000,87.04714,360.10473
28015.00000,92.01177,454.68507
28025.00000,134.49419,461.62556
28035.00000,86.98100,474.16540
28045.00000,86.16355,403.31555
28055.00000,85.02441,535.06187
28065.00000,83.82578,403.23586
28075.00000,63.54527,342.87907
28085.00000,98.97513,490.49530
28095.00000,94.94615,474.90348
28105.00000,97.75242,381.37595
28115.00000,80.27276,388.76454
28125.00000,69.73185,355.52616
28135.00000,76.74017,298.04678
28145.00000,90.38679,323.14496
28155.00000,94.01315,341.17871
28165.00000,123.86675,408.20961
28175.00000,78.49005,371.57712
28185.00000,86.07675,421.74589
28195.00000,94.83499,412.47606
28205.00000,75.57274,415.71459
28215.00000,96.84372,462.87846
28225.00000,106.93130,531.34603
28235.00000,96.27705,433.05536
28245.00000,76.88456,500.57337
28255.00000,137.40454,572.30592
28265.00000,119.23420,411.16127
28275.00000,84.38991,397.38552
28285.00000,115.45571,535.58836
28295.00000,109.51639,596.03498
28305.00000,82.35724,368.20817
28315.00000,87.75499,420.22414
28325.00000,114.71306,589.10887
28335.00000,89.65334,542.13224
28345.00000,106.27207,507.26207
28355.00000,116.56165,485.66305
28365.00000,147.89289,677.00561
28375.00000,89.43615,420.43795
28385.00000,107.56681,351.56001
28395.00000,118.55808,675.19224
28405.00000,72.99395,367.21087
28415.00000,118.80263,492.44970
28425.00000,114.91136,407.81235
28435.00000,89.95340,400.07015
28445.00000,91.34656,315.88335
28455.00000,95.03329,335.59363
28465.00000,84.42651,300.82959
28475.00000,85.38023,353.03189
28485.00000,72.98068,243.38740
28495.00000,99.56030,377.72835
28505.00000,95.15050,327.63825
28515.00000,79.64959,307.51214
28525.00000,91.85981,294.58900
28535.00000,66.31276,216.68973
28545.00000,45.11821,155.49540
28555.00000,41.08833,151.56069
28565.00000,39.47588,115.97411
28575.00000,49.14895,88.20295
28585.00000,44.12549,87.07637
28595.00000,54.17772,97.68386
28605.00000,47.39434,78.86447
28615.00000,44.32032,107.50146
28625.00000,49.92882,93.55748
28635.00000,33.25744,73.50065
28645.00000,35.88725,62.70080
28655.00000,44.47252,70.09779
28665.00000,44.33681,65.39082
28675.00000,36.20296,67.73473
28685.00000,34.36538,55.18936
28695.00000,29.27748,78.67179
28705.00000,50.21191,70.06454
28715.00000,43.65536,81.38478
28725.00000,35.58427,72.71076
28735.00000,44.65328,69.37821
28745.00000,33.23525,67.56714
28755.00000,34.96267,90.01121
28765.00000,26.04925,56.34749
28775.00000,46.94522,78.35965
28785.00000,38.17691,71.95236
28795.00000,49.32081,81.00216
28805.00000,35.55071,75.60805
28815.00000,45.41048,70.12996
28825.00000,55.35866,80.84642
28835.00000,61.88638,94.18231
28845.00000,80.96495,158.17409
28855.00000,70.33606,207.70105
28865.00000,95.03561,262.26485
28875.00000,82.05483,261.93847
28885.00000,133.38602,317.41400
28895.00000,62.78390,270.47386
28905.00000,134.14406,362.49506
28915.00000,87.55785,329.17099
28925.00000,75.33795,261.22806
28935.00000,99.77885,393.68066
28945.00000,118.61095,438.11445
28955.00000,73.63602,349.31645
28965.00000,68.66274,321.67025
28975.00000,119.08891,412.10319
28985.00000,80.11688,398.52541
28995.00000,67.88801,333.99174
29005.00000,76.42515,308.12497
29015.00000,91.62660,404.99972
29025.00000,126.86453,531.47462
29035.00000,68.86595,364.95869
29045.00000,127.06341,463.87032
29055.00000,81.48512,371.11629
29065.00000,102.22033,427.72902
29075.00000,108.40881,511.10034
29085.00000,82.40293,379.46664
29095.00000,43.61888,238.47378
29105.00000,95.21687,314.44589
29115.00000,69.89707,317.31634
29125.00000,82.68528,448.39886
29135.00000,86.23717,383.40459
29145.00000,95.19873,460.02533
29155.00000,78.51818,379.09507
29165.00000,63.79890,435.49391
29175.00000,86.04117,512.06325
29185.00000,86.14180,430.34695
29195.00000,103.27790,487.49752
29205.00000,74.19570,443.09414
29215.00000,108.17101,510.80021
29225.00000,53.08140,337.62196
29235.00000,96.68289,449.31993
29245.00000,81.79622,546.90147
29255.00000,105.45501,511.43926
29265.00000,62.61619,391.20294
29275.00000,101.35259,468.24648
29285.00000,106.27165,488.95140
29295.00000,124.79817,503.27397
29305.00000,102.26388,532.03485
29315.00000,121.84783,560.96472
29325.00000,109.46228,534.80335
29335.00000,69.18685,447.56370
29345.00000,92.65736,495.77932
29355.00000,108.28113,403.16374
29365.00000,103.01053,449.05085
29375.00000,83.44287,454.12469
29385.00000,65.80280,381.71176
29395.00000,116.97602,594.95866
29405.00000,64.22666,639.54929
29415.00000,76.52756,473.82609
29425.00000,116.44876,665.45671
29435.00000,100.85314,657.93560
29445.00000,101.98836,484.05296
29455.00000,121.63657,681.23031
29465.00000,85.36671,482.97892
29475.00000,144.15877,572.49313
29485.00000,87.36815,472.05356
29495.00000,109.95816,520.93741
29505.00000,99.30475,482.87409
29515.00000,97.54064,615.39457
29525.00000,135.54861,659.22538
29535.00000,85.65316,579.44594
29545.00000,113.88207,697.55552
29555.00000,94.11369,652.83330
29565.00000,92.45995,668.13464
29575.00000,140.77870,721.12673
29585.00000,81.76396,549.94574
29595.00000,92.17599,593.55715
29605.00000,67.73477,398.35788
29615.00000,139.62836,734.51719
29625.00000,161.62742,1004.00245
29635.00000,119.26232,619.03491
29645.00000,118.91256,628.85630
29655.00000,83.22493,547.08965
29665.00000,103.51605,786.48199
29675.00000,127.18172,607.93794
29685.00000,164.90050,655.03440
29695.00000,75.11122,436.42647
29705.00000,75.66632,392.87755
29715.00000,100.47973,441.70512
29725.00000,93.85381,480.00272
29735.00000,100.56786,565.47666
29745.00000,99.13114,515.95752
29755.00000,76.05028,425.27253
29765.00000,103.44731,546.41196
29775.00000,109.27675,532.93705
29785.00000,149.42308,585.41936
29795.00000,112.59798,501.80784
29805.00000,97.86141,565.73750
29815.00000,110.67096,561.71155
29825.00000,98.19056,572.32830
29835.00000,124.12700,566.39462
29845.00000,131.61822,620.44000
29855.00000,93.35703,511.58469
29865.00000,103.66171,529.18147
29875.00000,103.45456,544.46562
29885.00000,118.73324,531.32394
29895.00000,105.72128,595.95096
29905.00000,103.44880,576.52252
29915.00000,71.12045,497.73951
29925.00000,97.41783,500.04397
29935.00000,124.35044,480.37626
29945.00000,162.26948,683.00669
29955.00000,118.52756,661.91607
29965.00000,112.40231,550.50135
29975.00000,100.06879,453.85761
29985.00000,81.81518,400.78460
29995.00000,92.86809,468.69149
30005.00000,134.99742,637.82549
30015.00000,94.15329,509.93689
30025.00000,92.16523,380.39582
30035.00000,108.46971,485.03357
30045.00000,69.54030,367.97787
30055.00000,138.33644,576.36587
30065.00000,107.26762,650.62631
30075.00000,94.42588,499.13900
30085.00000,95.95562,485.74561
30095.00000,88.58759,531.92171
30105.00000,112.60991,482.97259
30115.00000,115.09747,563.57814
30125.00000,79.82283,511.63874
30135.00000,182.92310,893.09589
30145.00000,91.69692,533.52069
30155.00000,256.05850,802.14411
30165.00000,110.98676,647.47840
30175.00000,98.31414,571.15931
30185.00000,92.84249,551.46460
30195.00000,149.48822,645.54481
30205.00000,143.30018,640.78291
30215.00000,81.38080,475.06651
30225.00000,112.35554,552.99210
30235.00000,123.60218,566.59483
30245.00000,106.70118,593.64714
30255.00000,106.44656,641.02207
30265.00000,97.05192,609.84961
30275.00000,106.69322,560.70490
30285.00000,90.79614,414.38851
30295.00000,142.99316,572.61947
30305.00000,129.53834,611.42527
30315.00000,107.98093,397.83619
30325.00000,91.42901,471.13735
30335.00000,69.37707,403.14194
30345.00000,105.79643,659.18993
30355.00000,137.05647,541.71743
30365.00000,71.50027,324.23333
30375.00000,127.76928,463.52743
30385.00000,90.12409,415.90935
30395.00000,132.21935,506.60873
30405.00000,114.61082,429.79948
30415.00000,89.65359,338.96298
30425.00000,93.37010,384.83568
30435.00000,,309.32350
30445.00000,,367.65645
30455.00000,,444.05180
30465.00000,,348.22642
30475.00000,,443.70641
30485.00000,,383.63933
30495.00000,,354.46980
30505.00000,,290.66365
30515.00000,,296.76301
30525.00000,,361.61821
30535.00000,,407.90585
30545.00000,80.44961,211.78521
30555.00000,77.76802,197.91427
30565.00000,108.75865,249.61599
30575.00000,74.33727,197.30096
30585.00000,57.53892,183.16519
30595.00000,98.41357,243.86994
30605.00000,64.38087,143.41357
30615.00000,61.26182,162.59640
30625.00000,78.92996,191.72763
30635.00000,50.38489,153.78982
30645.00000,84.09985,165.49492
30655.00000,69.20632,125.55330
30665.00000,52.83589,101.79983
30675.00000,65.26395,137.73590
30685.00000,67.36505,141.33085
30695.00000,58.73652,148.93069
30705.00000,64.29186,164.55917
30715.00000,54.08483,149.42870
30725.00000,66.79168,182.93993
30735.00000,105.41427,204.95354
30745.00000,89.73879,279.67772
30755.00000,132.66960,353.75496
30765.00000,72.56875,275.28607
30775.00000,81.18638,261.06148
30785.00000,95.16828,303.50050
30795.00000,98.72619,322.83538
30805.00000,103.02638,310.04389
30815.00000,54.78965,231.90647
30825.00000,105.05816,336.08160
30835.00000,87.03118,304.84168
30845.00000,110.21439,212.83036
30855.00000,78.36423,234.62464
30865.00000,139.42898,340.91700
30875.00000,99.19197,373.80488
30885.00000,70.93354,291.72430
30895.00000,91.87347,333.32553
30905.00000,119.35636,401.34260
30915.00000,65.32944,288.46676
30925.00000,96.93462,392.84041
30935.00000,126.46537,450.92957
30945.00000,164.01983,426.78715
30955.00000,127.37206,500.49549
30965.00000,80.74985,345.55773
30975.00000,87.90956,330.22007
30985.00000,105.84865,333.17140
30995.00000,114.39534,329.15743
31005.00000,109.14501,391.52391
31015.00000,138.11039,326.11596
31025.00000,76.65202,248.98555
31035.00000,134.61712,308.14886
31045.00000,111.61109,350.96394
31055.00000,78.80133,345.12574
31065.00000,89.76494,321.58992
31075.00000,78.57997,414.73911
31085.00000,61.84399,356.86944
31095.00000,80.92525,336.49003
31105.00000,102.12563,366.71052
31115.00000,103.39375,364.34279
31125.00000,141.41882,564.71043
31135.00000,130.18590,440.26081
31145.00000,100.70017,326.11808
31155.00000,120.18923,348.26849
31165.00000,118.28036,453.76396
31175.00000,91.59014,327.54925
31185.00000,83.94623,323.61059
31195.00000,89.15672,318.47016
31205.00000,111.57607,333.59268
31215.00000,97.16280,332.15446
31225.00000,102.14308,282.51355
31235.00000,99.96071,315.25166
31245.00000,103.15395,342.46211
31255.00000,100.22690,325.22750
31265.00000,102.82679,332.81809
31275.00000,124.94617,387.94695
31285.00000,91.71343,295.07087
31295.00000,88.75513,268.25905
31305.00000,92.70826,336.43632
31315.00000,61.73777,327.20080
31325.00000,61.63624,343.30174
31335.00000,92.70505,309.41076
31345.00000,115.47475,445.36800
31355.00000,110.70028,413.07196
31365.00000,96.57075,367.75124
31375.00000,108.33227,427.32548
31385.00000,72.24418,297.09746
31395.00000,83.56908,338.77325
31405.00000,81.76831,298.85406
31415.00000,60.70086,270.36190
31425.00000,75.87484,331.50970
31435.00000,127.06953,421.74760
31445.00000,112.74431,391.82270
31455.00000,99.21238,335.18456
31465.00000,114.23011,534.09231
31475.00000,93.00807,389.25860
31485.00000,142.80039,416.48254
31495.00000,157.64202,490.18339
31505.00000,126.89536,414.92983
31515.00000,91.02320,329.99260
31525.00000,81.32328,307.44635
31535.00000,106.86100,297.45019
31545.00000,100.85925,339.13681
31555.00000,108.55738,265.03066
31565.00000,114.02341,276.77670
31575.00000,95.88519,312.88865
31585.00000,90.29643,288.40931
31595.00000,107.01016,346.99104
31605.00000,78.01472,276.51462
31615.00000,91.14005,301.22437
31625.00000,77.08571,259.19602
31635.00000,124.19196,382.61455
31645.00000,109.91563,359.98709
31655.00000,120.90964,378.83256
31665.00000,76.25093,289.55977
31675.00000,116.91336,311.25514
31685.00000,116.65009,251.13862
31695.00000,108.11972,303.54198
31705.00000,89.11433,318.02577
31715.00000,86.51590,328.26411
31725.00000,154.60405,429.67945
31735.00000,82.02612,280.13614
31745.00000,70.73258,246.61538
31755.00000,84.77450,238.39651
31765.00000,65.13410,225.77864
31775.00000,79.10708,256.80977
31785.00000,78.74986,199.58359
31795.00000,87.24372,230.72323
31805.00000,99.91955,248.94351
31815.00000,63.29451,189.33275
31825.00000,48.33276,177.01339
31835.00000,112.73742,223.92716
31845.00000,93.71218,230.71985
31855.00000,68.19500,173.57727
31865.00000,86.62297,209.06782
31875.00000,72.12807,202.33199
31885.00000,78.42545,181.42689
31895.00000,48.42076,142.17278
31905.00000,110.38137,180.72009
31915.00000,73.98262,158.50058
31925.00000,43.60950,118.47753
31935.00000,89.96695,220.48301
31945.00000,73.46537,168.43088
31955.00000,66.45232,137.95799
31965.00000,93.67029,207.33186
31975.00000,56.37118,147.39451
31985.00000,60.12502,171.51337
31995.00000,37.72542,107.27729
32005.00000,59.56415,79.12991
32015.00000,59.71744,90.97400
32025.00000,70.00515,107.99703
32035.00000,50.28021,88.44793
32045.00000,48.22157,116.74556
32055.00000,60.02700,90.67804
32065.00000,40.16515,90.81475
32075.00000,37.08663,67.85426
32085.00000,48.24844,83.09755
32095.00000,44.34260,70.65816
32105.00000,42.34603,63.01722
32115.00000,59.72967,71.94105
32125.00000,47.75101,54.89057
32135.00000,31.11032,62.75351
32145.00000,35.96827,76.57022
32155.00000,44.81741,66.65318
32165.00000,44.52871,69.46608
32175.00000,35.15703,55.95761
32185.00000,43.74626,56.40033
32195.00000,28.25217,46.64914
32205.00000,19.62941,42.84815
32215.00000,31.74498,48.43168
32225.00000,40.85882,48.04019
32235.00000,37.33027,57.00857
32245.00000,32.40190,50.38017
32255.00000,32.29872,52.52494
32265.00000,43.95538,63.02262
32275.00000,40.74437,59.80446
32285.00000,35.06010,50.77376
32295.00000,27.53147,58.99082
32305.00000,31.79156,65.72396
32315.00000,64.02556,79.64284
32325.00000,33.46617,68.62540
32335.00000,41.12987,58.93395
32345.00000,40.57017,56.83535
32355.00000,40.94322,69.54982
32365.00000,38.50173,49.52844
32375.00000,27.62756,57.67211
32385.00000,30.56502,58.12058
32395.00000,28.01881,52.30337
32405.00000,41.53028,51.44342
32415.00000,30.43400,52.19614
32425.00000,32.17398,46.81841
32435.00000,36.51615,61.05427
32445.00000,31.79877,57.95840
32455.00000,83.18258,158.13551
32465.00000,72.14315,229.40221
32475.00000,106.81586,252.85766
32485.00000,83.57387,247.48368
32495.00000,76.00264,218.72794
32505.00000,85.51542,262.65791
32515.00000,69.10887,237.00638
32525.00000,80.16481,224.77239
32535.00000,81.62214,237.71279
32545.00000,52.04796,222.78996
32555.00000,74.46562,229.78443
32565.00000,64.85304,272.54774
32575.00000,113.64863,447.36797
32585.00000,165.37144,353.83720
32595.00000,138.44071,399.07747
32605.00000,78.35662,285.10152
32615.00000,126.40481,435.23525
32625.00000,72.96498,275.40331
32635.00000,115.36229,337.32735
32645.00000,94.61468,286.18771
32655.00000,93.63082,311.18941
32665.00000,67.63061,239.15627
32675.00000,95.86961,317.62500
32685.00000,67.74776,253.34746
32695.00000,101.07190,339.62888
32705.00000,85.09916,278.56366
32715.00000,115.47096,305.87977
32725.00000,105.86421,255.99722
32735.00000,58.09406,191.23291
32745.00000,114.14150,294.83662
32755.00000,85.02934,283.75720
32765.00000,107.68028,306.09158
32775.00000,62.09207,205.01055
32785.00000,79.79223,267.88499
32795.00000,105.37508,261.02383
32805.00000,97.68681,309.81943
32815.00000,108.11293,320.30913
32825.00000,87.77842,323.79075
32835.00000,82.56107,305.56518
32845.00000,98.48163,344.66667
32855.00000,99.00104,302.93456
32865.00000,104.62416,325.14533
32875.00000,109.11660,298.41830
32885.00000,175.09783,493.27778
32895.00000,95.82321,400.37057
32905.00000,97.96700,344.27809
32915.00000,66.41467,265.51769
32925.00000,71.41740,251.96167
32935.00000,104.67340,385.00930
32945.00000,48.31183,238.84937
32955.00000,74.30778,268.75897
32965.00000,129.85360,465.58896
32975.00000,,
32985.00000,52.24818,
32995.00000,51.43443,309.55443
33005.00000,68.59460,289.59927
33015.00000,100.79658,347.86393
33025.00000,103.41864,374.40295
33035.00000,97.26631,390.34896
33045.00000,104.69092,422.45006
33055.00000,74.57541,297.63891
33065.00000,58.61686,298.62391
33075.00000,83.83534,328.15268
33085.00000,68.07439,353.09074
33095.00000,87.94967,293.78424
33105.00000,75.82970,236.73782
33115.00000,88.73350,263.75264
33125.00000,101.09550,265.94027
33135.00000,101.10485,307.47701
33145.00000,76.00243,246.95569
33155.00000,83.04316,236.90159
33165.00000,112.65032,311.38440
33175.00000,81.91983,286.19026
33185.00000,93.17836,272.17272
33195.00000,75.00251,229.80181
33205.00000,65.80400,230.55142
33215.00000,97.67196,263.11099
33225.00000,72.19406,238.22633
33235.00000,75.25189,303.24523
33245.00000,60.81666,188.02546
33255.00000,63.08449,194.17595
33265.00000,57.65380,176.91866
33275.00000,75.58621,183.39194
33285.00000,81.23474,211.38241
33295.00000,38.28251,134.82621
33305.00000,54.12807,166.09746
33315.00000,105.02970,289.58890
33325.00000,121.35344,447.97503
33335.00000,65.57550,240.27628
33345.00000,51.08335,171.65236
33355.00000,53.00261,103.27021
33365.00000,54.10950,104.01404
33375.00000,45.02778,73.77368
33385.00000,44.77786,69.64677
33395.00000,35.23625,58.92926
33405.00000,37.68324,61.61066
33415.00000,31.82451,47.71548
33425.00000,34.74123,55.09743
33435.00000,41.04403,52.54868
33445.00000,33.05928,60.63405
33455.00000,41.94611,54.32375
33465.00000,27.86593,60.87091
33475.00000,39.02314,59.14823
33485.00000,30.38914,46.61255
33495.00000,36.05441,60.74094
33505.00000,30.89307,54.44948
33515.00000,39.33403,65.66384
33525.00000,35.90280,57.04960
33535.00000,34.26540,53.50372
33545.00000,39.19690,61.03717
33555.00000,52.77491,73.70657
33565.00000,26.95145,42.37264
33575.00000,34.04152,51.50153
33585.00000,26.82923,46.46108
33595.00000,40.60171,50.22219
33605.00000,33.68099,41.18088
33615.00000,34.09147,38.26491
33625.00000,33.34661,44.67922
33635.00000,27.59517,42.18622
33645.00000,29.81326,38.75056
33655.00000,30.23913,48.51889
33665.00000,37.15529,49.97074
33675.00000,36.68738,62.46730
33685.00000,59.14262,95.16965
33695.00000,69.90913,162.14096
33705.00000,89.30906,228.38095
33715.00000,85.45101,223.97454
33725.00000,86.49105,184.57526
33735.00000,80.95797,199.88894
33745.00000,91.77980,209.54183
33755.00000,82.76145,229.02539
33765.00000,63.92024,272.14071
33775.00000,84.14963,298.60457
33785.00000,64.11594,211.24822
33795.00000,106.62361,314.60500
33805.00000,73.93391,339.97517
33815.00000,84.58158,310.98179
33825.00000,112.77693,315.72001
33835.00000,72.73984,195.48102
33845.00000,115.51665,334.96109
33855.00000,73.22759,240.57979
33865.00000,107.95753,348.47227
33875.00000,71.47662,256.80491
33885.00000,61.61890,259.86095
33895.00000,88.82742,291.31272
33905.00000,97.90092,326.50256
33915.00000,80.33174,290.84804
33925.00000,74.66767,300.99426
33935.00000,101.37369,325.48649
33945.00000,168.46413,385.09557
33955.00000,81.10639,294.71419
33965.00000,113.35534,360.67588
33975.00000,107.65360,370.95294
33985.00000,103.26635,318.46791
33995.00000,105.61176,280.85160
34005.00000,73.23446,261.27462
34015.00000,76.24220,353.74476
34025.00000,100.97873,258.83519
34035.00000,55.58003,295.02043
34045.00000,101.21543,285.93202
34055.00000,83.41112,299.39885
34065.00000,85.39565,271.82449
34075.00000,72.28025,312.59129
34085.00000,90.61524,264.44911
34095.00000,104.68920,282.18194
34105.00000,80.65154,278.36386
34115.00000,55.94531,236.39572
34125.00000,108.95864,347.45435
34135.00000,49.08462,214.96254
34145.00000,88.29125,253.40510
34155.00000,87.17009,303.64184
34165.00000,124.50532,369.81799
34175.00000,72.72514,252.95081
34185.00000,78.49784,220.83698
34195.00000,97.10523,241.70611
34205.00000,82.54649,242.14380
34215.00000,98.89467,263.86191
34225.00000,92.14938,266.72576
34235.00000,65.12832,226.54376
34245.00000,75.61420,258.79647
34255.00000,72.23673,310.93181
34265.00000,130.27019,363.25430
34275.00000,66.01727,252.68349
34285.00000,79.54998,263.10897
34295.00000,77.96815,246.75392
34305.00000,92.12770,254.55036
34315.00000,88.93104,288.62864
34325.00000,87.69077,253.05578
34335.00000,87.65678,295.55857
34345.00000,93.00715,342.37564
34355.00000,84.70470,286.27811
34365.00000,70.89952,271.33638
34375.00000,73.94910,271.91585
34385.00000,57.47025,209.03021
34395.00000,90.61591,252.73444
34405.00000,80.13777,261.28377
34415.00000,52.85029,243.19881
34425.00000,78.41033,265.36458
34435.00000,73.17111,253.91575
34445.00000,57.90172,223.44399
34455.00000,77.28995,225.25210
34465.00000,89.66374,341.21714
34475.00000,76.30817,275.01248
34485.00000,89.08958,212.78670
34495.00000,96.68844,278.00098
34505.00000,106.85780,277.73052
34515.00000,104.91393,291.53158
34525.00000,65.78348,246.73263
34535.00000,73.69033,234.90821
34545.00000,60.34097,219.53296
34555.00000,58.51712,212.07950
34565.00000,,
34575.00000,69.66128,155.31689
34585.00000,65.54963,165.01692
34595.00000,62.69214,156.53723
34605.00000,51.40702,130.86941
34615.00000,70.12385,161.43121
34625.00000,83.20631,212.01801
34635.00000,45.23020,142.24401
34645.00000,69.90102,164.97283
34655.00000,60.36955,168.08437
34665.00000,61.54309,133.62532
34675.00000,56.58186,167.79554
34685.00000,59.07471,121.38013
34695.00000,46.27969,98.24430
34705.00000,48.13953,77.82513
34715.00000,54.00539,89.51859
34725.00000,39.68338,69.82602
34735.00000,23.34582,58.41338
34745.00000,44.64542,79.56758
34755.00000,21.65934,44.61624
34765.00000,26.71484,68.59621
34775.00000,33.09329,74.26414
34785.00000,38.68079,76.23365
34795.00000,30.38138,57.08469
34805.00000,29.04095,53.86139
34815.00000,52.03146,94.62359
34825.00000,31.54829,67.53039
34835.00000,48.36034,74.63215
34845.00000,59.84297,110.93380
34855.00000,39.29221,74.92614
34865.00000,46.62946,74.18993
34875.00000,30.44501,60.68627
34885.00000,43.11832,94.22956
34895.00000,39.10450,71.10915
34905.00000,39.70035,86.67001
34915.00000,46.57212,68.15713
34925.00000,38.76790,65.77413
34935.00000,56.27928,83.54625
34945.00000,45.88201,86.77812
34955.00000,37.87330,68.00574
34965.00000,31.85967,84.11159
34975.00000,39.81440,73.87738
34985.00000,34.67028,66.85736
34995.00000,25.07267,68.51897
35005.00000,37.14712,61.63616
35015.00000,27.05607,43.61987
35025.00000,30.56452,44.56951
35035.00000,31.57416,43.07235
35045.00000,31.00180,50.95222
35055.00000,32.90641,48.04726
35065.00000,33.95490,60.83593
35075.00000,36.14331,53.21420
35085.00000,35.73144,50.22344
35095.00000,36.12106,57.48211
35105.00000,27.30032,47.03155
35115.00000,35.60255,47.74623
35125.00000,25.58133,50.42930
35135.00000,38.05084,54.78432
35145.00000,35.52608,51.58746
35155.00000,28.51116,48.75749
35165.00000,34.67748,54.07787
35175.00000,20.47645,41.28088
35185.00000,34.76278,54.78038
35195.00000,29.47719,54.59954
35205.00000,28.79862,49.00355
35215.00000,27.75547,45.42858
35225.00000,31.11764,49.10285
35235.00000,21.48688,37.94008
35245.00000,31.55381,46.95439
35255.00000,26.96037,43.59373
35265.00000,27.07389,47.62130
35275.00000,35.25770,48.85849
35285.00000,31.82642,47.36011
35295.00000,38.68662,56.65455
35305.00000,19.21527,37.68765
35315.00000,22.80974,47.68524
35325.00000,30.00323,47.80668
35335.00000,31.79311,52.36614
35345.00000,18.86307,40.04895
35355.00000,27.43488,43.96529
35365.00000,23.20136,36.41717
35375.00000,29.75217,39.40117
35385.00000,31.15110,39.99153
35395.00000,22.98736,37.14000
35405.00000,28.53186,50.54212
35415.00000,36.66341,62.86974
35425.00000,35.31697,84.25995
35435.00000,66.48877,111.78375
35445.00000,76.85321,146.59670
35455.00000,67.75419,166.89996
35465.00000,89.58483,208.60374
35475.00000,53.63391,200.25653
35485.00000,81.76684,243.28395
35495.00000,89.93629,258.11697
35505.00000,111.61292,394.34877
35515.00000,84.30739,240.16089
35525.00000,136.48671,285.74765
35535.00000,,251.24824
35545.00000,,195.21795
35555.00000,,339.03206
35565.00000,,262.41382
35575.00000,,185.67971
35585.00000,,226.43526
35595.00000,,272.19261
35605.00000,,282.57625
35615.00000,,230.39834
35625.00000,,202.15755
35635.00000,,305.63404
35645.00000,,195.96908
35655.00000,,371.29546
35665.00000,,206.35067
35675.00000,,244.97787
35685.00000,,297.24812
35695.00000,,258.00650
35705.00000,,273.11602
35715.00000,,257.11776
35725.00000,,268.76356
35735.00000,,202.10306
35745.00000,,224.28732
35755.00000,,379.02606
35765.00000,,277.72378
35775.00000,,327.75213
35785.00000,,290.36818
35795.00000,,256.45859
35805.00000,,288.83905
35815.00000,,280.54302
35825.00000,,341.73909
35835.00000,,235.32018
35845.00000,,293.15753
35855.00000,,300.26307
35865.00000,,422.14880
35875.00000,,236.54075
35885.00000,,208.70942
35895.00000,,294.90542
35905.00000,,282.05370
35915.00000,,289.48433
35925.00000,,250.30379
35935.00000,,308.91171
35945.00000,,253.08286
35955.00000,,281.82710
35965.00000,,283.95577
35975.00000,,295.78639
35985.00000,,280.29062
35995.00000,,248.01154
36005.00000,,465.98856
36015.00000,,359.30201
36025.00000,,280.26037
36035.00000,,275.69687
36045.00000,,291.51793
36055.00000,,295.58267
36065.00000,,303.74318
36075.00000,,371.83743
