# Decadal averaged CFA data for NEEM
# 
# Columns:
# Age_BP : Age of the middle of the sampling interval in years BP (before 1950) on the GICC05 age scale for NEEM (see reference)
# Na : Concentration of Na+ ions in (ng/g)
# Ca : Concentration of Ca++ ions in (ng/g)
#
Age_BP,Na,Ca
53695.00000,26.30787,42.23561
53705.00000,34.98556,52.49682
53715.00000,22.38349,44.67062
53725.00000,21.86455,48.40042
53735.00000,18.65903,41.96299
53745.00000,20.64235,38.01552
53755.00000,23.48388,42.28615
53765.00000,25.52281,48.07179
53775.00000,27.38810,47.54539
53785.00000,21.71085,45.82930
53795.00000,25.60903,36.75134
53805.00000,25.61481,34.00605
53815.00000,27.17748,37.76781
53825.00000,20.73424,37.56698
53835.00000,28.10251,40.99833
53845.00000,19.24360,31.88929
53855.00000,21.44921,39.39716
53865.00000,27.54810,43.64359
53875.00000,23.51769,48.68376
53885.00000,25.22846,49.24042
53895.00000,,
53905.00000,25.17086,
53915.00000,42.45552,75.26117
53925.00000,46.18662,75.07059
53935.00000,56.36352,94.98965
53945.00000,28.09124,82.36551
53955.00000,36.22615,88.39139
53965.00000,47.30344,109.72386
53975.00000,29.02499,70.86061
53985.00000,21.29947,53.65675
53995.00000,21.17363,51.25917
54005.00000,21.43773,67.95494
54015.00000,24.17885,49.89727
54025.00000,23.75696,43.36629
54035.00000,24.06859,44.80051
54045.00000,18.67047,45.72091
54055.00000,29.28023,54.86281
54065.00000,21.57059,44.37195
54075.00000,20.92547,50.36240
54085.00000,32.00616,45.82594
54095.00000,31.58579,42.28218
54105.00000,44.95146,48.94677
54115.00000,30.18043,48.56655
54125.00000,26.29823,45.08661
54135.00000,24.32971,42.70075
54145.00000,26.88609,49.13653
54155.00000,31.07800,59.81743
54165.00000,47.31133,86.99623
54175.00000,88.65855,157.85599
54185.00000,88.87426,242.21063
54195.00000,77.20551,202.42723
54205.00000,79.37609,231.66916
54215.00000,66.83031,229.65675
54225.00000,103.26579,279.25301
54235.00000,73.47806,247.69001
54245.00000,81.59817,282.04558
54255.00000,62.67852,253.87634
54265.00000,64.77855,271.42721
54275.00000,60.98518,237.97934
54285.00000,65.35106,292.82787
54295.00000,58.10761,234.09896
54305.00000,78.66702,268.19855
54315.00000,59.66519,265.95087
54325.00000,72.04013,259.39739
54335.00000,80.55003,271.66494
54345.00000,59.15581,238.38030
54355.00000,87.96881,313.50283
54365.00000,62.19291,233.72564
54375.00000,55.59412,284.09518
54385.00000,63.01714,315.58235
54395.00000,101.39117,275.35742
54405.00000,82.71054,262.35302
54415.00000,71.50103,326.30084
54425.00000,64.10587,247.63657
54435.00000,83.21036,285.40476
54445.00000,73.64798,349.07878
54455.00000,82.16611,282.90133
54465.00000,93.85394,321.08455
54475.00000,60.64904,250.58905
54485.00000,62.54585,256.00884
54495.00000,79.83840,290.06489
54505.00000,91.80925,312.18785
54515.00000,58.00571,344.43256
54525.00000,74.37746,269.70071
54535.00000,85.85018,278.04720
54545.00000,66.22152,264.19295
54555.00000,70.28650,258.73033
54565.00000,69.25684,258.57708
54575.00000,78.79406,330.93522
54585.00000,79.55738,251.94139
54595.00000,56.68017,241.67197
54605.00000,45.89509,215.64008
54615.00000,97.01062,317.32979
54625.00000,64.53111,319.27079
54635.00000,64.69560,268.58747
54645.00000,77.18319,273.18330
54655.00000,56.74949,248.87863
54665.00000,55.46911,230.10419
54675.00000,59.91029,235.54913
54685.00000,61.91901,268.21372
54695.00000,87.27383,346.85832
54705.00000,106.93817,362.83249
54715.00000,59.17804,265.28145
54725.00000,51.86987,194.73189
54735.00000,49.77168,231.63419
54745.00000,54.47598,215.35779
54755.00000,40.06611,171.39607
54765.00000,51.81414,195.15464
54775.00000,64.30835,217.01408
54785.00000,74.01748,336.23743
54795.00000,35.70968,205.94118
54805.00000,42.76176,180.43112
54815.00000,46.95804,176.32659
54825.00000,39.19105,169.02624
54835.00000,52.44815,150.74944
54845.00000,43.83976,150.22039
54855.00000,20.35192,91.18867
54865.00000,21.40101,49.62472
54875.00000,26.04572,48.93674
54885.00000,29.02594,46.34428
54895.00000,31.73316,44.50429
54905.00000,20.06895,50.90071
54915.00000,29.17615,46.50478
54925.00000,31.25209,56.49339
54935.00000,29.97468,68.59314
54945.00000,41.44736,72.73045
54955.00000,39.29315,98.97633
54965.00000,74.13617,160.87802
54975.00000,106.67624,179.09128
54985.00000,51.12614,166.92966
54995.00000,73.14849,244.42987
55005.00000,92.23513,205.25714
55015.00000,64.50190,159.17857
55025.00000,59.02876,175.31837
55035.00000,89.45216,215.67981
55045.00000,59.82349,180.54702
55055.00000,61.24599,193.15036
55065.00000,99.22850,271.96836
55075.00000,68.05981,252.50955
55085.00000,58.24314,216.27587
55095.00000,67.26958,257.36583
55105.00000,68.37781,246.63710
55115.00000,93.26990,311.61931
55125.00000,77.11729,248.64087
55135.00000,57.40651,224.88353
55145.00000,64.34368,204.88699
55155.00000,77.59921,368.94953
55165.00000,75.00596,267.58121
55175.00000,65.07297,266.38084
55185.00000,73.69287,306.44693
55195.00000,84.19425,247.46840
55205.00000,85.27513,237.10927
55215.00000,71.04240,219.54185
55225.00000,87.35209,531.73624
55235.00000,84.44497,284.17975
55245.00000,77.57499,269.15579
55255.00000,91.56414,310.13581
55265.00000,64.02146,236.80205
55275.00000,82.03665,342.52541
55285.00000,87.00074,235.17530
55295.00000,91.10478,246.53321
55305.00000,63.52248,229.85201
55315.00000,64.74916,200.00839
55325.00000,110.41503,358.60520
55335.00000,321.54498,586.74289
55345.00000,122.56901,255.21232
55355.00000,56.12888,182.15648
55365.00000,72.66815,160.66931
55375.00000,68.88329,102.67541
55385.00000,47.70644,50.77185
55395.00000,42.91774,56.08762
55405.00000,20.68411,35.81030
55415.00000,34.17973,44.17618
55425.00000,49.29998,52.71033
55435.00000,28.93198,48.41538
55445.00000,30.44844,50.50475
55455.00000,28.39672,54.14168
55465.00000,30.48988,69.94514
55475.00000,39.00393,68.55580
55485.00000,40.60451,77.67052
55495.00000,44.98815,88.94938
55505.00000,32.16872,71.77805
55515.00000,37.85881,58.75951
55525.00000,34.19864,73.89420
55535.00000,27.01211,63.74585
55545.00000,38.58101,60.63485
55555.00000,31.10395,53.61339
55565.00000,45.22071,73.87644
55575.00000,32.49450,60.00991
55585.00000,24.72626,53.43671
55595.00000,30.28197,57.01282
55605.00000,46.94091,65.81092
55615.00000,29.70547,64.75038
55625.00000,28.80561,38.51608
55635.00000,22.33796,35.18696
55645.00000,23.40457,33.23957
55655.00000,24.33033,36.41842
55665.00000,26.44762,49.58391
55675.00000,22.97810,47.38385
55685.00000,28.11333,50.53749
55695.00000,24.11251,51.50382
55705.00000,17.88303,58.11164
55715.00000,27.19895,65.64819
55725.00000,37.74124,86.26750
55735.00000,37.01303,97.03883
55745.00000,65.10314,128.54382
55755.00000,66.55098,101.52688
55765.00000,61.63278,109.24317
55775.00000,92.31199,183.96420
55785.00000,64.52937,147.36806
55795.00000,57.00199,151.81357
55805.00000,65.73139,169.26313
55815.00000,68.39016,210.13039
55825.00000,67.49618,212.76599
55835.00000,94.52629,337.85792
55845.00000,146.79953,476.79606
55855.00000,116.86755,326.09052
55865.00000,70.28089,316.31564
55875.00000,65.55316,240.05735
55885.00000,57.30689,219.82325
55895.00000,78.94694,276.33912
55905.00000,66.06338,230.95434
55915.00000,45.27711,180.69668
55925.00000,81.03922,242.60502
55935.00000,100.19302,344.45985
55945.00000,99.34446,298.97243
55955.00000,70.37639,267.91783
55965.00000,82.20297,306.16266
55975.00000,66.79822,249.93650
55985.00000,70.89919,266.59011
55995.00000,60.11179,257.66844
56005.00000,65.76385,295.79313
56015.00000,100.08937,372.21818
56025.00000,84.07575,318.12367
56035.00000,85.27076,313.64731
56045.00000,68.41436,229.19426
56055.00000,81.95475,314.74534
56065.00000,49.44015,257.75045
56075.00000,70.44794,256.81197
56085.00000,90.31515,301.69477
56095.00000,98.14893,296.61422
56105.00000,81.75118,314.44519
56115.00000,66.67029,245.08495
56125.00000,94.19110,275.28928
56135.00000,128.19299,308.64925
56145.00000,67.05686,278.25781
56155.00000,83.02847,295.19961
56165.00000,100.58661,382.09514
56175.00000,84.46675,331.36457
56185.00000,54.53643,223.48034
56195.00000,74.64926,241.52127
56205.00000,90.92151,320.18929
56215.00000,75.15669,285.15138
56225.00000,71.90870,246.81168
56235.00000,90.44760,296.11813
56245.00000,122.78461,353.80124
56255.00000,66.88668,269.89778
56265.00000,89.39256,286.97614
56275.00000,95.47919,320.45193
56285.00000,81.70226,321.04384
56295.00000,93.30521,307.05591
56305.00000,67.63103,295.25463
56315.00000,65.49087,227.38270
56325.00000,97.84034,280.72802
56335.00000,107.44946,333.42425
56345.00000,109.16633,394.48581
56355.00000,76.74762,265.63604
56365.00000,66.89182,247.58659
56375.00000,69.04724,219.31628
56385.00000,64.54408,196.10939
56395.00000,57.59750,207.67304
56405.00000,118.02725,352.21946
56415.00000,80.59765,268.02929
56425.00000,81.03322,262.90736
56435.00000,80.73489,321.66890
56445.00000,68.46949,227.50793
56455.00000,56.36394,169.09698
56465.00000,47.07159,146.77980
56475.00000,72.64211,75.59877
56485.00000,59.57976,90.65287
56495.00000,41.01852,65.58937
56505.00000,48.05886,78.85046
56515.00000,52.48250,99.34549
56525.00000,38.84220,75.38531
56535.00000,25.02106,69.40626
56545.00000,26.84195,79.78529
56555.00000,31.06993,73.07350
56565.00000,30.81929,82.35334
56575.00000,28.47204,78.89398
56585.00000,28.83004,73.77913
56595.00000,31.81164,79.73414
56605.00000,31.29187,77.41453
56615.00000,41.10517,60.28189
56625.00000,31.57487,72.55760
56635.00000,34.22877,65.72964
56645.00000,34.27907,64.92450
56655.00000,21.79842,57.26000
56665.00000,27.96357,65.09581
56675.00000,39.32674,69.27849
56685.00000,32.41072,55.38956
56695.00000,25.94646,63.45114
56705.00000,30.92257,57.02687
56715.00000,40.16570,82.47409
56725.00000,33.23265,69.18471
56735.00000,23.47945,63.56091
56745.00000,28.91478,80.82187
56755.00000,40.19656,81.14723
56765.00000,28.14936,70.15207
56775.00000,30.57761,82.01601
56785.00000,32.57051,84.19006
56795.00000,36.63974,82.47604
56805.00000,35.47556,86.28660
56815.00000,33.26496,74.39878
56825.00000,32.54465,73.54697
56835.00000,38.74806,87.50832
56845.00000,29.17292,77.18103
56855.00000,27.29269,76.36820
56865.00000,34.63305,79.07427
56875.00000,25.65994,80.17866
56885.00000,37.64275,68.88673
56895.00000,26.26294,67.86009
56905.00000,38.40621,95.75358
56915.00000,23.72689,57.33959
56925.00000,40.42279,68.13275
56935.00000,36.24450,82.44710
56945.00000,28.91217,61.18287
56955.00000,26.85166,76.27030
56965.00000,25.03692,72.12147
56975.00000,31.29975,67.11173
56985.00000,29.77513,78.63886
56995.00000,31.78878,81.20674
57005.00000,43.65940,93.77886
57015.00000,41.85729,91.70428
57025.00000,42.10180,60.52550
57035.00000,32.91080,52.86973
57045.00000,29.92911,73.47027
57055.00000,35.31330,61.87279
57065.00000,31.70621,58.58010
57075.00000,24.55295,50.46197
57085.00000,25.51698,51.35500
57095.00000,34.10499,58.49484
57105.00000,38.95229,79.09084
57115.00000,34.54802,100.04103
57125.00000,30.65243,85.92200
57135.00000,24.91248,61.59212
57145.00000,26.13662,69.52188
57155.00000,40.15343,60.88462
57165.00000,38.09706,64.92351
57175.00000,37.00359,54.90611
57185.00000,39.06116,85.75766
57195.00000,24.81142,51.82023
57205.00000,30.88720,52.55394
57215.00000,29.89181,52.12930
57225.00000,28.55429,59.49689
57235.00000,34.31795,61.65054
57245.00000,31.68404,55.48730
57255.00000,38.31745,73.65963
57265.00000,37.84382,69.34814
57275.00000,31.59837,60.65665
57285.00000,29.74247,66.32666
57295.00000,33.92097,60.76060
57305.00000,21.36791,58.43287
57315.00000,30.19895,60.95967
57325.00000,31.21769,70.59270
57335.00000,31.89607,61.17049
57345.00000,43.36958,55.85778
57355.00000,22.16608,52.27167
57365.00000,31.19752,62.11738
57375.00000,37.60618,71.00687
57385.00000,30.05256,56.29788
57395.00000,28.23459,61.82270
57405.00000,32.94779,60.10818
57415.00000,42.13971,60.58927
57425.00000,35.83780,64.26063
57435.00000,35.40477,62.27218
57445.00000,37.28144,68.79620
57455.00000,35.06581,67.52950
57465.00000,30.61313,53.45434
57475.00000,33.85888,71.79803
57485.00000,26.60853,53.66561
57495.00000,35.35548,59.27393
57505.00000,36.53210,67.73218
57515.00000,32.46738,65.07550
57525.00000,28.31001,60.41679
57535.00000,28.16284,65.95843
57545.00000,32.55300,77.56268
57555.00000,33.94950,67.69116
57565.00000,23.89621,68.19925
57575.00000,34.30548,65.09095
57585.00000,33.01879,54.27498
57595.00000,26.14236,50.23765
57605.00000,31.87360,52.62718
57615.00000,28.71546,62.75492
57625.00000,32.80003,63.94410
57635.00000,33.96763,63.06600
57645.00000,25.65352,55.31310
57655.00000,23.62242,55.92505
57665.00000,35.55221,61.65536
57675.00000,21.46849,55.16004
57685.00000,25.92914,50.75280
57695.00000,27.34463,46.44160
57705.00000,20.52756,45.01671
57715.00000,27.44587,50.69965
57725.00000,21.24191,52.51894
57735.00000,21.46624,40.57217
57745.00000,23.17154,48.43996
57755.00000,31.85068,52.61725
57765.00000,26.39116,58.67658
57775.00000,20.81654,48.69115
57785.00000,31.87467,70.46312
57795.00000,20.73291,51.60096
57805.00000,28.77431,64.88477
57815.00000,26.06437,71.87894
57825.00000,30.04677,75.72105
57835.00000,24.92939,68.99948
57845.00000,35.02740,72.88440
57855.00000,35.74928,79.09881
57865.00000,27.72245,69.92116
57875.00000,30.34269,70.03183
57885.00000,31.28777,70.90523
57895.00000,40.94487,82.33870
57905.00000,34.74313,78.20190
57915.00000,40.59488,86.76732
57925.00000,31.27138,68.93724
57935.00000,27.22663,60.19806
57945.00000,30.06374,59.84993
57955.00000,31.06103,56.25743
57965.00000,25.10240,54.87910
57975.00000,24.60237,51.19376
57985.00000,36.24336,59.40345
57995.00000,38.64598,78.07088
58005.00000,58.62099,141.96605
58015.00000,43.76182,131.21663
58025.00000,83.66263,206.43485
58035.00000,44.46982,152.21105
58045.00000,36.24070,200.78689
58055.00000,48.26033,175.12329
58065.00000,66.54883,175.50535
58075.00000,51.09724,146.64243
58085.00000,64.65192,113.85296
58095.00000,45.45787,72.23158
58105.00000,63.84962,111.41390
58115.00000,56.11552,98.46177
58125.00000,40.29323,126.10417
58135.00000,28.57483,42.29491
58145.00000,23.22370,45.50448
58155.00000,26.85632,55.69275
58165.00000,28.67100,43.70073
58175.00000,22.47666,39.88581
58185.00000,30.37483,45.23695
58195.00000,36.70260,108.36926
58205.00000,43.29155,94.47200
58215.00000,61.82791,112.88225
58225.00000,54.60032,158.58205
58235.00000,66.60472,238.78712
58245.00000,80.08610,203.19073
58255.00000,101.68514,260.43678
58265.00000,82.96291,249.34471
58275.00000,72.43549,282.80437
58285.00000,60.96394,212.21074
58295.00000,75.91306,246.65682
58305.00000,82.74057,252.73753
58315.00000,87.87885,296.51686
58325.00000,77.09727,308.03956
58335.00000,89.08758,365.71691
58345.00000,71.17150,369.37926
58355.00000,77.22786,437.35499
58365.00000,54.54570,250.41562
58375.00000,75.67990,186.40410
58385.00000,81.49219,224.73517
58395.00000,55.27293,179.28519
58405.00000,45.29274,157.18485
58415.00000,105.68319,400.73270
58425.00000,64.41525,221.41513
58435.00000,86.90411,237.72158
58445.00000,74.55659,237.42635
58455.00000,79.65791,212.64973
58465.00000,67.52960,164.04662
58475.00000,63.64275,140.64482
58485.00000,52.00434,104.04899
58495.00000,35.67135,89.84100
58505.00000,35.95786,82.74024
58515.00000,51.14235,104.42806
58525.00000,36.59845,96.16870
58535.00000,37.51549,77.89838
58545.00000,49.88712,66.55072
58555.00000,23.00904,47.28719
58565.00000,22.11324,48.61970
58575.00000,30.23991,74.95530
58585.00000,36.24983,62.89648
58595.00000,23.62878,56.59126
58605.00000,35.22140,74.92084
58615.00000,29.89756,64.73328
58625.00000,35.05748,62.53295
58635.00000,29.35503,48.62709
58645.00000,29.88570,51.79044
58655.00000,32.31839,53.53367
58665.00000,22.06909,71.77812
58675.00000,27.43972,73.97956
58685.00000,30.72335,70.45809
58695.00000,27.38199,63.74236
58705.00000,32.79308,65.18612
58715.00000,41.09720,74.24748
58725.00000,42.57828,83.49672
58735.00000,45.66643,77.41930
58745.00000,39.59423,92.22409
58755.00000,42.70880,94.43698
58765.00000,30.01746,67.93426
58775.00000,22.66283,60.16629
58785.00000,31.30612,53.65510
58795.00000,24.17846,54.56453
58805.00000,17.57003,46.43570
58815.00000,29.79634,46.37787
58825.00000,32.39737,50.83489
58835.00000,24.79833,46.13595
58845.00000,27.74938,52.11577
58855.00000,29.17335,51.45664
58865.00000,26.50313,44.53606
58875.00000,18.88946,44.79802
58885.00000,21.40633,44.31748
58895.00000,27.33072,44.79202
58905.00000,27.42140,49.77404
58915.00000,26.55616,51.01006
58925.00000,23.40045,52.66994
58935.00000,27.64103,38.79609
58945.00000,29.94148,34.43721
58955.00000,26.80587,41.47484
58965.00000,24.28643,40.30103
58975.00000,16.44948,39.79347
58985.00000,30.97741,53.16870
58995.00000,23.62855,51.47271
59005.00000,36.87080,63.37743
59015.00000,50.48192,102.95478
59025.00000,56.16960,145.86604
59035.00000,43.97355,137.20816
59045.00000,66.89237,202.18766
59055.00000,99.53113,241.20867
59065.00000,54.54328,177.54550
59075.00000,78.12227,246.68940
59085.00000,82.77005,266.83537
59095.00000,66.04237,384.02026
59105.00000,37.29525,165.02708
59115.00000,71.54764,257.66105
59125.00000,58.44242,205.18681
59135.00000,65.32653,203.47297
59145.00000,85.90088,251.09369
59155.00000,48.42999,176.43625
59165.00000,43.92932,227.12217
59175.00000,50.96827,239.05579
59185.00000,41.13306,174.46536
59195.00000,56.06358,227.47210
59205.00000,68.55549,236.73774
59215.00000,71.79537,274.94180
59225.00000,52.11933,181.90074
59235.00000,53.72320,154.64229
59245.00000,53.94618,91.54006
59255.00000,31.06120,67.37129
59265.00000,32.14438,62.37518
59275.00000,24.12383,51.26526
59285.00000,26.94159,56.65181
59295.00000,30.59474,53.19196
59305.00000,25.64137,57.11769
59315.00000,20.49549,43.47465
59325.00000,18.83891,37.06007
59335.00000,33.00535,56.19563
59345.00000,17.16979,48.40247
59355.00000,26.07873,35.50502
59365.00000,32.88255,46.77241
59375.00000,48.04373,63.65256
59385.00000,36.46061,103.30551
59395.00000,43.05823,96.62351
59405.00000,98.92832,150.71571
59415.00000,77.97813,195.28094
59425.00000,64.58297,180.98408
59435.00000,57.10987,239.16363
59445.00000,55.64459,249.85487
59455.00000,88.01771,326.70389
59465.00000,73.28219,284.09050
59475.00000,66.25275,333.24775
59485.00000,65.92172,345.65843
59495.00000,82.34969,426.53076
59505.00000,83.23650,362.66766
59515.00000,72.45247,394.39627
59525.00000,75.09778,321.41551
59535.00000,101.20672,391.48067
59545.00000,65.27228,288.11056
59555.00000,113.95836,352.38612
59565.00000,116.93439,470.91653
59575.00000,116.29662,407.48175
59585.00000,99.83791,516.77129
59595.00000,55.81542,344.33296
59605.00000,96.80453,490.51326
59615.00000,79.53451,487.37017
59625.00000,62.16769,307.12387
59635.00000,58.64234,280.09831
59645.00000,103.76774,392.42933
59655.00000,72.80512,313.13600
59665.00000,77.43530,305.75262
59675.00000,98.67753,250.56177
59685.00000,93.04313,277.11631
59695.00000,76.97901,225.33996
59705.00000,74.54738,260.47820
59715.00000,86.87664,303.60605
59725.00000,85.65606,450.21910
59735.00000,68.66930,310.80922
59745.00000,67.79503,262.33696
59755.00000,91.32318,331.33348
59765.00000,83.45654,332.00962
59775.00000,101.42121,415.02952
59785.00000,68.81926,281.74846
59795.00000,99.03105,306.18657
59805.00000,51.27448,217.47000
59815.00000,56.49847,202.60881
59825.00000,91.42590,323.24140
59835.00000,74.36025,318.59504
59845.00000,77.03397,296.76305
59855.00000,63.92247,365.59313
59865.00000,67.68021,416.47515
59875.00000,75.73754,421.98488
59885.00000,80.11904,416.12334
59895.00000,67.25948,353.30437
59905.00000,65.69733,337.88414
59915.00000,61.51109,326.78578
59925.00000,97.63057,420.62374
59935.00000,90.22612,457.20293
59945.00000,147.93902,529.71876
59955.00000,91.65088,367.23323
59965.00000,77.96239,475.32265
59975.00000,66.98267,321.40350
59985.00000,79.98486,352.33744
59995.00000,61.78225,282.90748
