# Decadal averaged CFA, water isotope and layerthickness data for NGRIP
# 
# Columns:
# Age_BP : Age of the middle of the sampling interval in years BP on the GICC05 age scale for NGRIP (see reference)
# Na : Concentration of Na+ ions in (ng/g), measured by continuous flow analysis
# Ca : Concentration of Ca++ ions in (ng/g), measured by continuous flow analysis
# lt : Annual layerthickness in (m) as calculated from the age model (see reference)
# d18O : Water isotopic composition in permille relative to VSMOW (see references)
#
# For age model see:
# Svensson, Anders, K K Andersen, Matthias Bigler, H B Clausen, Dorthe Dahl-Jensen, S M Davies, Sigfus J Johnsen, et al. 2008. “A 60 000 Year Greenland Stratigraphic Ice Core Chronology.” Climate of the Past 4 (1): 47–57. doi:10.5194/cp-4-47-2008.
# 
# For water isotope data see:
# NGRIP members. 2004. “High-Resolution Record of Northern Hemisphere Climate Extending into the Last Interglacial Period.” Nature 431 (7005): 147–51. doi:10.1038/nature02805.
# Gkinis, V, S B Simonsen, S L Buchardt, James W C White, and Bo M Vinther. 2014. “Water Isotope Diffusion Rates from the NorthGRIP Ice Core for the Last 16,000 Years - Glaciological and Paleoclimatic Implications.” Earth and Planetary Science Letters 405 (C). 132–41. doi:10.1016/j.epsl.2014.08.022.
#

Age_BP,Na,Ca,lt,d18O
48285.00000,78.91301,179.07820,0.01250,-42.32000
48295.00000,72.37690,141.78882,0.01290,-42.72500
48305.00000,59.47154,120.13753,0.01190,-41.61667
48315.00000,75.47958,175.28402,0.01290,-40.98500
48325.00000,63.99124,118.90619,0.01220,-43.51333
48335.00000,57.82122,113.55692,0.01080,-40.91500
48345.00000,62.15504,161.14882,0.01510,-43.04667
48355.00000,109.14574,198.65031,0.01100,-43.24500
48365.00000,70.07981,178.04089,0.01100,-42.69000
48375.00000,39.93537,113.96228,0.01270,-41.56333
48385.00000,36.45307,103.20123,0.01250,-40.95500
48395.00000,49.88872,124.87613,0.01160,-42.81333
48405.00000,60.14435,87.61166,0.01310,-43.46500
48415.00000,44.66232,88.49821,0.01410,-41.61667
48425.00000,49.91160,84.12962,0.01380,-41.37000
48435.00000,52.06641,108.71867,0.01430,-40.72333
48445.00000,54.66600,111.04430,0.01440,-42.02333
48455.00000,37.31415,77.41725,0.01590,-41.51333
48465.00000,42.01992,78.01875,0.01480,-40.74333
48475.00000,43.14855,59.21822,0.01830,-41.14667
48485.00000,43.78414,63.65598,0.01660,-40.11250
48495.00000,42.25004,62.06540,0.01560,-40.72333
48505.00000,37.19217,63.28665,0.01490,-40.95333
48515.00000,51.26515,58.69092,0.01330,-40.27500
48525.00000,41.41620,62.93999,0.01670,-40.24750
48535.00000,46.95862,70.32059,0.01570,-41.90333
48545.00000,44.39929,79.65221,0.01490,-42.17333
48555.00000,48.20313,63.60106,0.01660,-41.86667
48565.00000,48.74403,84.80009,0.01950,-41.37250
48575.00000,45.46027,85.78230,0.01590,-40.44333
48585.00000,71.74301,125.50096,0.01440,-42.43333
48595.00000,41.73185,76.63486,0.01490,-40.26333
48605.00000,58.54042,74.61694,0.01560,-41.92000
48615.00000,38.56524,66.66163,0.01420,-40.81000
48625.00000,43.18644,52.47485,0.01380,-40.67333
48635.00000,57.96021,81.38575,0.01540,-41.43333
48645.00000,60.23480,75.24401,0.01530,-42.49000
48655.00000,52.41673,67.39541,0.01860,-41.04250
48665.00000,73.13671,85.13989,0.01500,-40.86000
48675.00000,56.46998,76.57211,0.01690,-39.65000
48685.00000,53.73668,78.23831,0.01740,-41.18750
48695.00000,71.10262,86.47728,0.01650,-40.90667
48705.00000,72.54060,72.23191,0.01540,-39.70333
48715.00000,61.55520,64.22057,0.01490,-41.90333
48725.00000,41.14544,58.24063,0.01560,-41.82333
48735.00000,27.03473,66.61305,0.01850,-39.78500
48745.00000,44.70446,88.10568,0.01750,-41.81000
48755.00000,53.30709,75.98806,0.01950,-41.99000
48765.00000,34.69605,65.09947,0.01710,-40.62000
48775.00000,35.77340,62.45200,0.01370,-42.51500
48785.00000,29.14362,49.94917,0.01680,-40.45500
48795.00000,45.50594,66.40970,0.01790,-40.98000
48805.00000,29.52315,44.52235,0.02080,-38.04750
48815.00000,48.91389,51.34637,0.01720,-40.14000
48825.00000,43.54793,45.98030,0.01800,-39.61667
48835.00000,44.52611,49.80411,0.01870,-40.45750
48845.00000,39.83066,51.80673,0.01970,-39.64500
48855.00000,39.85276,50.52265,0.01940,-40.16000
48865.00000,43.85641,54.04729,0.01900,-39.50500
48875.00000,43.48712,49.21656,0.01980,-39.94500
48885.00000,31.21281,55.41651,0.01980,-39.08250
48895.00000,28.13591,40.04742,0.02220,-39.14250
48905.00000,42.41577,33.53712,0.01660,-39.17667
48915.00000,32.21646,41.31068,0.02350,-40.21200
48925.00000,27.02554,39.13127,0.02120,-39.15250
48935.00000,32.99658,45.73938,0.02070,-38.95000
48945.00000,53.45478,48.65587,0.02020,-40.49750
48955.00000,33.35453,41.11011,0.02040,-38.75000
48965.00000,38.36500,40.07550,0.01950,-39.88000
48975.00000,44.62666,56.13259,0.01970,-40.08750
48985.00000,43.69822,46.01545,0.01970,-40.46667
48995.00000,40.15349,56.60793,0.02190,-40.16600
49005.00000,45.47907,76.39898,0.01810,-40.55000
49015.00000,43.04503,107.19812,0.01680,-41.90750
49025.00000,56.29429,92.74161,0.01880,-42.13500
49035.00000,70.14587,99.37327,0.01710,-42.82000
49045.00000,43.51734,69.47805,0.01690,-40.84000
49055.00000,52.47756,107.67502,0.01750,-41.92250
49065.00000,62.81722,72.50956,0.01710,-42.74000
49075.00000,44.34759,42.45759,0.01770,-41.74250
49085.00000,35.75662,39.72227,0.01790,-38.95667
49095.00000,39.67114,56.72416,0.01760,-39.36000
49105.00000,31.83438,48.28686,0.01940,-39.99250
49115.00000,44.65386,48.38958,0.01890,-40.11000
49125.00000,27.28113,41.65966,0.02010,-39.16000
49135.00000,29.22198,40.79861,0.01880,-39.25333
49145.00000,36.67294,52.28026,0.02060,-39.50000
49155.00000,36.72779,49.99253,0.01680,-39.65250
49165.00000,39.09811,30.00541,0.01890,-38.38500
49175.00000,32.46391,37.37197,0.02040,-38.85750
49185.00000,27.88953,37.38670,0.02050,-39.76250
49195.00000,22.58400,29.62598,0.02150,-37.45000
49205.00000,34.91925,37.75503,0.01840,-39.59750
49215.00000,36.52485,43.82434,0.02070,-40.79500
49225.00000,40.83713,63.78380,0.01700,-40.03333
49235.00000,59.62927,114.77708,0.01970,-41.01000
49245.00000,45.13263,83.80815,0.01660,-41.43250
49255.00000,59.38076,159.64871,0.01570,-41.93667
49265.00000,57.37947,149.50579,0.01550,-42.71000
49275.00000,54.85386,146.91115,0.01590,-40.61333
49285.00000,33.99752,127.28049,0.01380,-40.90333
49295.00000,51.17541,144.93295,0.01530,-42.63333
49305.00000,63.25785,183.68253,0.01340,-42.17667
49315.00000,45.35625,131.94627,0.01500,-41.50333
49325.00000,56.30964,203.28810,0.01240,-42.76500
49335.00000,59.89884,225.82153,0.01410,-41.91333
49345.00000,59.47474,188.38516,0.01510,-42.95000
49355.00000,59.35897,175.11265,0.01330,-42.09000
49365.00000,70.55630,150.66936,0.01130,-42.77667
49375.00000,48.99567,163.15167,0.01340,-41.61500
49385.00000,59.73589,249.68553,0.01250,-41.95000
49395.00000,70.53274,250.97425,0.01450,-42.00000
49405.00000,83.61608,230.23498,0.01270,-41.70000
49415.00000,59.19165,206.64271,0.01370,-41.76000
49425.00000,75.82294,359.33291,0.01290,-40.96667
49435.00000,43.08053,181.04978,0.01450,-41.48000
49445.00000,55.04631,147.67024,0.01480,-41.32667
49455.00000,58.66152,123.40228,0.01610,-41.89667
49465.00000,55.66164,131.91229,0.01240,-40.75500
49475.00000,61.64921,130.34352,0.01360,-41.62000
49485.00000,50.65504,109.49607,0.01510,-40.89667
49495.00000,52.32244,114.63407,0.01470,-40.68333
49505.00000,50.54127,99.71709,0.01420,-40.45667
49515.00000,60.47452,110.80874,0.01410,-41.96000
49525.00000,64.62406,121.93967,0.01290,-42.06000
49535.00000,59.47371,113.44545,0.01410,-41.07000
49545.00000,49.65795,109.56922,0.01360,-41.28000
49555.00000,40.06052,90.36320,0.01490,-41.48000
49565.00000,25.79581,72.71431,0.01400,-39.82000
49575.00000,34.71785,101.43551,0.01530,-39.48000
49585.00000,37.66199,71.18530,0.01720,-40.86333
49595.00000,47.81218,75.81111,0.01460,-40.64333
49605.00000,43.14045,67.66325,0.01690,-40.53333
49615.00000,44.56550,66.83879,0.01430,-40.53667
49625.00000,34.60615,58.50673,0.01680,-39.25500
49635.00000,39.10533,59.17468,0.01490,-41.40500
49645.00000,35.39432,64.46260,0.01580,-40.88250
49655.00000,46.71605,85.18703,0.01610,-40.58000
49665.00000,31.89678,64.27982,0.01780,-39.93000
49675.00000,39.98784,69.88433,0.01730,-40.84250
49685.00000,38.32091,65.57681,0.01780,-39.05000
49695.00000,41.13669,53.37403,0.01660,-41.32250
49705.00000,36.72433,56.60156,0.01550,-39.63333
49715.00000,42.55540,60.92138,0.01590,-41.21333
49725.00000,39.77370,62.59906,0.01670,-40.64000
49735.00000,41.83389,60.23654,0.01730,-39.76750
49745.00000,45.22274,48.40541,0.01840,-40.38250
49755.00000,40.96643,51.20231,0.01620,-40.48000
49765.00000,56.76028,54.28244,0.01570,-41.47667
49775.00000,45.13098,61.37695,0.01590,-41.17000
49785.00000,36.30279,51.35969,0.01710,-39.48000
49795.00000,38.24834,68.82287,0.01860,-40.35333
49805.00000,42.58340,36.40226,0.01930,-40.74500
49815.00000,37.21304,48.45594,0.01550,-40.22000
49825.00000,37.94227,52.90576,0.01700,-40.35000
49835.00000,40.44612,58.09994,0.01680,-40.78000
49845.00000,52.12897,93.61303,0.01600,-42.21333
49855.00000,32.72158,66.00624,0.01610,-40.03667
49865.00000,49.98555,55.25190,0.01500,-41.51333
49875.00000,42.83819,57.91989,0.01610,-40.99250
49885.00000,56.67773,96.23543,0.01540,-41.26667
49895.00000,54.74537,96.46177,0.01670,-40.67667
49905.00000,39.91359,71.76726,0.01420,-39.79333
49915.00000,32.80934,49.78200,0.01930,-41.40000
49925.00000,63.87058,85.80618,0.01630,-41.25667
49935.00000,68.12374,109.90331,0.01520,-40.59333
49945.00000,54.44062,95.68415,0.01570,-41.09333
49955.00000,38.24075,77.67706,0.01690,-39.24000
49965.00000,44.62215,75.11607,0.01370,-40.57500
49975.00000,38.21948,55.40783,0.01720,-38.61000
49985.00000,41.24117,62.74703,0.01480,-40.03667
49995.00000,51.99641,64.54620,0.01390,-42.13000
50005.00000,39.23464,61.03327,0.01500,-40.60333
50015.00000,30.36424,51.49845,0.01620,-38.98000
50025.00000,49.26598,61.57233,0.01840,-40.45333
50035.00000,35.52041,66.56974,0.01530,-40.90667
50045.00000,36.85490,57.49962,0.01660,-40.63750
50055.00000,47.81106,71.71693,0.01540,-41.35000
50065.00000,43.45958,59.24888,0.01880,-40.86000
50075.00000,46.81731,70.87352,0.01580,-41.96333
50085.00000,43.08295,67.22344,0.01710,-41.00000
50095.00000,33.72246,65.62250,0.01580,-39.36000
50105.00000,46.23700,45.49666,0.01610,-40.02750
50115.00000,37.54721,46.77381,0.01660,-40.21000
50125.00000,44.45760,69.28795,0.01610,-41.56333
50135.00000,37.73648,61.06465,0.01700,-41.58333
50145.00000,40.89828,57.29804,0.01720,-40.03250
50155.00000,33.19105,47.99230,0.01710,-40.60667
50165.00000,35.59867,54.02090,0.01620,-39.56000
50175.00000,32.60514,46.30916,0.01580,-40.81000
50185.00000,44.89903,50.70081,0.01500,-40.10000
50195.00000,39.38320,52.06429,0.01610,-40.67667
50205.00000,41.27748,47.71853,0.01620,-40.09333
50215.00000,34.27088,50.98646,0.01530,-40.63667
50225.00000,44.14959,54.59618,0.01650,-41.37250
50235.00000,44.56614,56.12507,0.01680,-41.57000
50245.00000,44.70532,55.70227,0.01680,-41.76000
50255.00000,36.66999,51.51379,0.01790,-40.79750
50265.00000,37.12685,82.39532,0.01510,-39.00333
50275.00000,46.21726,63.48839,0.01670,-41.53333
50285.00000,44.71507,56.10041,0.01740,-41.42000
50295.00000,50.12649,69.17015,0.01470,-41.02667
50305.00000,54.45029,49.26687,0.01690,-40.79333
50315.00000,52.50875,59.66991,0.01520,-41.18333
50325.00000,33.66559,53.91194,0.01550,-38.68000
50335.00000,43.87155,60.10691,0.01610,-40.46667
50345.00000,44.47370,64.83112,0.01950,-40.31750
50355.00000,30.75045,62.12413,0.01830,-39.66750
50365.00000,49.85984,79.67413,0.01620,-41.26000
50375.00000,40.64524,110.46051,0.01550,-40.03667
50385.00000,45.77490,67.62633,0.01970,-41.03250
50395.00000,30.24676,50.79366,0.01620,-39.76333
50405.00000,40.63278,38.43254,0.01420,-40.91667
50415.00000,41.00557,55.27850,0.01600,-40.75750
50425.00000,48.63538,57.90353,0.01600,-41.60667
50435.00000,33.40450,63.35138,0.01770,-39.89333
50445.00000,35.25849,50.18615,0.01840,-40.34750
50455.00000,34.76413,53.25470,0.01740,-38.35000
50465.00000,27.15023,60.88553,0.01890,-38.63000
50475.00000,42.32155,57.94366,0.01590,-40.33000
50485.00000,38.97292,64.33048,0.01410,-41.31000
50495.00000,40.94012,65.40458,0.01940,-40.26500
50505.00000,44.77051,40.99709,0.01760,-40.44500
50515.00000,53.47536,46.58856,0.01610,-40.72333
50525.00000,42.20792,55.36507,0.01880,-40.33750
50535.00000,57.56618,79.24203,0.01630,-42.05333
50545.00000,40.90111,45.02430,0.01790,-40.69333
50555.00000,37.42928,43.28384,0.01690,-39.68500
50565.00000,35.21288,48.33816,0.01820,-41.24333
50575.00000,36.24222,48.47083,0.01620,-40.72250
50585.00000,47.92755,59.54817,0.01570,-40.26667
50595.00000,42.28127,49.88957,0.01670,-40.42333
50605.00000,37.14210,40.92276,0.01590,-39.13000
50615.00000,29.16630,35.93041,0.01810,-39.09750
50625.00000,36.10027,48.48926,0.01790,-39.32500
50635.00000,43.47422,50.24819,0.01730,-41.76333
50645.00000,39.48137,40.46591,0.01920,-40.68000
50655.00000,48.19789,63.12454,0.01640,-40.73333
50665.00000,38.12288,48.48468,0.01870,-39.72250
50675.00000,45.05315,58.84631,0.01700,-41.23667
50685.00000,38.19580,54.07377,0.01610,-39.17333
50695.00000,34.82051,42.68682,0.01600,-40.02500
50705.00000,46.37626,51.53701,0.01560,-41.61333
50715.00000,36.69000,52.78340,0.01840,-39.05000
50725.00000,39.20690,43.56537,0.01990,-40.62000
50735.00000,35.04874,52.73543,0.01680,-40.39500
50745.00000,65.46930,65.51069,0.01450,-41.34667
50755.00000,32.11852,52.46843,0.01740,-39.36333
50765.00000,42.78929,53.98308,0.01650,-40.63000
50775.00000,46.22691,47.39931,0.01770,-41.89500
50785.00000,40.47412,49.30368,0.01610,-40.03000
50795.00000,43.33172,42.87394,0.01550,-41.78333
50805.00000,33.75492,55.36358,0.01700,-39.79000
50815.00000,42.85381,55.07247,0.01590,-39.94000
50825.00000,49.05308,55.65948,0.01750,-39.62333
50835.00000,51.83862,58.30371,0.01710,-40.50250
50845.00000,45.13070,64.96206,0.01600,-40.04333
50855.00000,35.36392,55.40309,0.02050,-39.36500
50865.00000,36.02548,41.66672,0.01510,-40.23667
50875.00000,39.91159,40.05619,0.01810,-40.68250
50885.00000,39.25257,44.56590,0.01700,-40.02000
50895.00000,47.39676,45.29364,0.01600,-41.64000
50905.00000,49.02440,55.42806,0.01640,-42.44500
50915.00000,34.86088,40.44375,0.01870,-40.52000
50925.00000,37.19296,51.88010,0.01580,-39.28000
50935.00000,37.04804,51.63008,0.01650,-39.27333
50945.00000,43.93885,58.44932,0.01720,-41.06667
50955.00000,41.63826,58.53115,0.01620,-41.05750
50965.00000,42.13211,67.32275,0.01780,-40.86333
50975.00000,33.07128,53.72497,0.01560,-40.20667
50985.00000,35.75796,48.40286,0.01690,-39.45000
50995.00000,30.57933,50.86118,0.01720,-39.80667
51005.00000,43.79819,57.37726,0.01770,-40.13500
51015.00000,36.07181,49.66851,0.01870,-40.04333
51025.00000,36.79854,55.40665,0.01960,-40.42500
51035.00000,37.77152,56.25733,0.01880,-40.21500
51045.00000,35.82591,51.99007,0.01760,-40.30750
51055.00000,41.22807,92.08697,0.01270,-40.49500
51065.00000,49.41453,47.13370,0.01610,-41.64000
51075.00000,36.05289,59.38379,0.01820,-40.28500
51085.00000,55.25869,51.09228,0.01600,-41.68333
51095.00000,39.49878,43.63346,0.02040,-38.71250
51105.00000,40.89623,59.14530,0.01560,-42.03000
51115.00000,43.86978,57.93240,0.01790,-41.21250
51125.00000,45.01351,61.29898,0.01730,-41.47000
51135.00000,33.77857,52.17309,0.01850,-39.18250
51145.00000,42.44153,71.86325,0.01610,-41.09000
51155.00000,31.53704,53.08977,0.01660,-39.01750
51165.00000,31.17300,43.89117,0.01860,-40.86333
51175.00000,37.90467,42.23577,0.01450,-40.96000
51185.00000,52.07279,54.10666,0.01600,-41.32667
51195.00000,36.78747,49.63096,0.01730,-40.77000
51205.00000,39.11441,58.73548,0.01980,-40.11750
51215.00000,35.59744,77.54618,0.01710,-40.01333
51225.00000,44.29045,79.89428,0.01620,-41.90000
51235.00000,37.30097,76.15639,0.01650,-41.02667
51245.00000,40.09709,60.53378,0.01790,-41.36667
51255.00000,40.98795,49.44645,0.01640,-40.85250
51265.00000,37.26767,49.33696,0.01870,-40.16333
51275.00000,40.35661,50.12550,0.01600,-39.73000
51285.00000,36.24375,53.04003,0.01900,-39.96667
51295.00000,32.22270,43.06619,0.01860,-38.27500
51305.00000,38.87216,40.22508,0.01770,-40.70750
51315.00000,31.85012,38.67099,0.01870,-40.40667
51325.00000,43.04951,45.99445,0.01830,-41.00750
51335.00000,47.84945,63.87571,0.01590,-40.19667
51345.00000,38.65876,45.92722,0.01800,-39.48750
51355.00000,38.33328,41.98692,0.01770,-40.01333
51365.00000,36.84858,39.26945,0.01500,-40.42667
51375.00000,38.16264,40.68086,0.01770,-39.89500
51385.00000,39.55678,41.73353,0.01800,-39.88500
51395.00000,37.95604,49.88168,0.01670,-38.46000
51405.00000,43.17700,48.05651,0.01490,-41.13000
51415.00000,47.40342,46.34163,0.01890,-40.21500
51425.00000,43.11166,63.23727,0.01450,-40.16333
51435.00000,38.69547,58.74568,0.01470,-39.75000
51445.00000,47.89173,58.35763,0.01470,-42.02333
51455.00000,48.53390,61.67650,0.01640,-42.16750
51465.00000,46.37105,58.71271,0.01620,-41.86000
51475.00000,33.88024,42.91652,0.01680,-39.71667
51485.00000,38.82907,49.62903,0.01920,-40.77250
51495.00000,39.49152,55.05105,0.01470,-40.35000
51505.00000,42.00119,58.01187,0.01670,-40.68667
51515.00000,37.95981,55.72195,0.01820,-41.97750
51525.00000,43.70335,56.78508,0.01780,-40.97000
51535.00000,37.91187,52.95009,0.01620,-41.78000
51545.00000,48.98215,54.58281,0.01800,-41.64667
51555.00000,38.65947,56.16026,0.01520,-40.04333
51565.00000,35.38986,42.15981,0.01690,-40.56250
51575.00000,46.43399,49.12002,0.01470,-41.56000
51585.00000,55.82429,59.14327,0.01560,-42.23000
51595.00000,38.70114,49.34606,0.01700,-40.29667
51605.00000,34.07300,56.11895,0.01610,-40.00250
51615.00000,32.73372,46.62370,0.01460,-39.16500
51625.00000,35.01580,43.43283,0.01660,-39.20750
51635.00000,31.98948,42.44886,0.02010,-38.33500
51645.00000,35.26135,37.35224,0.01710,-39.72000
51655.00000,38.72726,35.07601,0.01850,-39.82250
51665.00000,31.59995,19.19732,0.01900,-38.42500
51675.00000,29.30856,33.95060,0.01900,-38.74000
51685.00000,23.85732,30.33659,0.01960,-38.97000
51695.00000,33.35632,36.36952,0.01850,-38.99000
51705.00000,41.62183,30.40245,0.02100,-39.85500
51715.00000,34.38223,36.33796,0.01930,-39.22000
51725.00000,39.55110,48.30365,0.01840,-39.55000
51735.00000,31.03407,28.88687,0.01800,-39.83000
51745.00000,30.89113,29.46439,0.01840,-39.19750
51755.00000,38.57886,37.89989,0.01760,-39.86750
51765.00000,43.02995,37.52504,0.01840,-40.71000
51775.00000,34.64045,37.45775,0.01840,-39.74250
51785.00000,44.84329,45.50999,0.01740,-40.60250
51795.00000,32.57630,32.66450,0.02180,-39.24500
51805.00000,32.61816,34.52330,0.01970,-39.74750
51815.00000,33.27656,32.90160,0.01850,-39.82250
51825.00000,30.83172,30.68065,0.01900,-39.98333
51835.00000,33.42280,24.54183,0.01720,-39.92250
51845.00000,31.50111,21.10229,0.02030,-39.52500
51855.00000,35.73491,23.34925,0.01850,-40.69750
51865.00000,31.13864,25.53359,0.01990,-38.80750
51875.00000,36.75651,34.05579,0.01620,-38.14333
51885.00000,31.53243,38.62073,0.01950,-38.84000
51895.00000,47.98934,39.92580,0.01840,-37.99333
51905.00000,34.82231,35.17451,0.01840,-40.85500
51915.00000,33.56547,32.74047,0.01930,-39.18250
51925.00000,36.20552,32.02065,0.01920,-39.02500
51935.00000,31.11065,27.13382,0.01520,-39.51667
51945.00000,32.43717,31.15336,0.01880,-38.88750
51955.00000,27.49341,29.53154,0.01820,-39.49333
51965.00000,33.87915,34.33221,0.01780,-39.49000
51975.00000,32.79699,33.13553,0.01670,-39.44667
51985.00000,27.90900,40.24562,0.01890,-39.83000
51995.00000,30.63886,43.06466,0.01830,-39.68000
52005.00000,33.64317,45.64502,0.01850,-39.90000
52015.00000,36.26581,37.24682,0.01700,-40.02500
52025.00000,31.48316,31.44577,0.01610,-39.84000
52035.00000,36.01885,26.95690,0.01730,-38.98667
52045.00000,28.52645,32.42176,0.01430,-39.82667
52055.00000,30.77480,35.09995,0.01640,-39.62000
52065.00000,28.61906,33.98633,0.01760,-38.45250
52075.00000,26.74804,31.63914,0.02050,-38.72000
52085.00000,32.70956,29.13973,0.01780,-38.88500
52095.00000,33.66828,30.90324,0.01730,-39.97000
52105.00000,32.73230,31.77203,0.01800,-39.41250
52115.00000,27.00804,28.85909,0.01720,-38.74000
52125.00000,25.65977,37.24336,0.01710,-39.72250
52135.00000,34.72185,31.60705,0.01890,-38.27667
52145.00000,37.23195,50.77274,0.01730,-38.59500
52155.00000,35.06712,33.35312,0.01780,-38.68333
52165.00000,32.84337,38.73988,0.02160,-38.59000
52175.00000,32.39219,35.46787,0.01570,-38.82667
52185.00000,28.47507,35.32284,0.01830,-38.81667
52195.00000,28.85254,33.44324,0.01730,-38.35250
52205.00000,26.80160,22.62385,0.01770,-39.03667
52215.00000,29.21846,29.12544,0.01840,-40.58500
52225.00000,25.98006,26.03514,0.01880,-38.57000
52235.00000,31.66061,32.18523,0.01910,-38.00250
52245.00000,36.10103,36.76924,0.02080,-40.55500
52255.00000,32.89301,56.20119,0.01950,-40.48500
52265.00000,32.57657,25.66632,0.01870,-39.08333
52275.00000,30.76897,31.72310,0.02020,-38.65800
52285.00000,35.68993,32.26673,0.01900,-39.79333
52295.00000,34.46952,30.97054,0.01840,-39.84500
52305.00000,28.39730,29.60219,0.01890,-39.10750
52315.00000,31.93289,39.60203,0.01810,-38.96000
52325.00000,48.74874,43.02594,0.01870,-40.99500
52335.00000,38.66476,35.99641,0.01900,-40.51000
52345.00000,26.87169,44.38562,0.01650,-38.96333
52355.00000,26.06961,35.74026,0.01610,-39.52000
52365.00000,29.20072,37.11290,0.01990,-38.51000
52375.00000,26.73089,30.73173,0.02260,-39.67800
52385.00000,27.45009,28.47711,0.01760,-39.70000
52395.00000,22.43582,23.97089,0.02080,-38.83000
52405.00000,31.94153,45.90077,0.01810,-39.83333
52415.00000,27.47942,28.45277,0.02070,-39.16500
52425.00000,36.70187,33.31867,0.01920,-38.29500
52435.00000,27.42740,39.65393,0.02090,-37.73750
52445.00000,31.27468,28.32812,0.02050,-39.02400
52455.00000,32.83213,31.92552,0.01960,-38.95667
52465.00000,29.31099,22.63782,0.02070,-39.43000
52475.00000,38.26397,26.83040,0.02060,-40.13000
52485.00000,29.37870,33.99917,0.01770,-39.77333
52495.00000,32.96121,45.47241,0.01760,-40.05250
52505.00000,30.73955,28.08183,0.01920,-38.91750
52515.00000,25.78849,29.85234,0.01870,-37.99000
52525.00000,27.49819,27.00684,0.02240,-39.03600
52535.00000,30.05967,30.49882,0.01690,-38.89000
52545.00000,26.63162,24.02356,0.02140,-38.72500
52555.00000,30.08463,32.44775,0.01730,-39.70250
52565.00000,32.54982,31.27970,0.01910,-40.14750
52575.00000,35.37784,24.45945,0.01920,-40.10250
52585.00000,32.90488,32.36879,0.01990,-40.00750
52595.00000,33.07250,37.64412,0.02010,-39.54500
52605.00000,30.56733,27.52130,0.01900,-39.45333
52615.00000,27.65799,29.02587,0.02100,-39.26000
52625.00000,30.65109,30.64036,0.01840,-39.85000
52635.00000,28.10607,22.67384,0.01930,-38.78250
52645.00000,33.46006,25.89518,0.02210,-39.96800
52655.00000,33.74752,32.73425,0.01920,-39.99667
52665.00000,31.73359,23.79834,0.02040,-39.45500
52675.00000,27.27757,26.55793,0.01950,-38.73250
52685.00000,30.99491,29.36903,0.01960,-40.04000
52695.00000,25.39911,33.64519,0.01890,-39.80250
52705.00000,28.35914,40.47870,0.01840,-39.71000
52715.00000,26.37169,37.21717,0.01670,-39.31667
52725.00000,30.57076,19.50142,0.02110,-39.54500
52735.00000,26.67904,30.83579,0.02110,-38.77000
52745.00000,32.03857,36.17322,0.02100,-37.88000
52755.00000,38.76358,42.91366,0.01960,-39.58500
52765.00000,32.12155,38.63470,0.02160,-39.96250
52775.00000,29.15628,34.77342,0.01910,-39.74250
52785.00000,26.76825,33.35816,0.01900,-38.26750
52795.00000,31.86040,30.65235,0.02040,-39.74000
52805.00000,32.83476,30.46223,0.01980,-38.60000
52815.00000,31.08262,30.59243,0.01800,-38.25667
52825.00000,34.73925,33.07593,0.01970,-39.94500
52835.00000,30.28318,41.09614,0.02040,-39.26750
52845.00000,31.80270,26.17344,0.01780,-40.20000
52855.00000,33.55339,28.88641,0.01960,-40.08000
52865.00000,24.92386,23.85202,0.02320,-38.45250
52875.00000,31.62925,34.88481,0.02010,-39.54250
52885.00000,32.18964,23.65369,0.01950,-39.27250
52895.00000,31.57685,24.17091,0.01840,-39.55750
52905.00000,33.42014,24.84517,0.01680,-39.02333
52915.00000,29.89011,27.65014,0.02030,-39.22500
52925.00000,33.33931,28.50447,0.01990,-38.99500
52935.00000,34.84373,30.89198,0.02090,-39.82600
52945.00000,31.74442,35.34161,0.01880,-38.66667
52955.00000,38.70715,30.72825,0.01850,-39.16500
52965.00000,32.96241,24.33338,0.01610,-36.88667
52975.00000,36.31945,29.08719,0.01820,-39.34750
52985.00000,28.22754,27.25949,0.01890,-39.04250
52995.00000,36.80329,26.97322,0.01950,-38.72500
53005.00000,34.70690,29.94030,0.01780,-38.75000
53015.00000,34.77807,40.41684,0.02050,-39.96250
53025.00000,33.89304,34.12658,0.01930,-39.18250
53035.00000,37.40139,35.24090,0.02150,-39.84750
53045.00000,31.80846,30.60386,0.01800,-39.51250
53055.00000,30.83222,26.70919,0.01920,-39.00750
53065.00000,38.93592,26.77709,0.01890,-39.64750
53075.00000,31.68832,21.84802,0.02210,-39.75000
53085.00000,31.18779,24.74667,0.01720,-38.83333
53095.00000,33.32866,27.20844,0.02030,-37.83600
53105.00000,34.16690,26.44293,0.01880,-39.73000
53115.00000,38.40148,34.16331,0.01800,-40.62000
53125.00000,32.03875,35.51134,0.01850,-40.08000
53135.00000,27.75607,24.97008,0.02070,-39.21000
53145.00000,32.27802,24.14971,0.01740,-39.09333
53155.00000,31.94965,34.76783,0.01900,-37.91500
53165.00000,34.55348,34.57069,0.01780,-38.83750
53175.00000,27.88764,31.41048,0.02050,-38.97500
53185.00000,21.88306,35.47370,0.02090,-37.68750
53195.00000,25.88352,25.61051,0.01790,-37.67333
53205.00000,51.31139,54.95783,0.01720,-39.37250
53215.00000,34.90033,38.13493,0.02040,-38.41750
53225.00000,31.58698,28.19333,0.01720,-39.15000
